machineID,model,age,datetime,errorID
4,model3,7,7/27/2015 5:00:00 PM,error4
4,model3,7,8/10/2015 6:00:00 AM,error4
4,model3,7,8/29/2015 6:00:00 AM,error1
4,model3,7,9/5/2015 6:00:00 AM,error2
4,model3,7,10/10/2015 7:00:00 AM,error1
4,model3,7,10/13/2015 6:00:00 AM,error2
4,model3,7,10/13/2015 6:00:00 AM,error3
4,model3,7,10/17/2015 8:00:00 PM,error1
4,model3,7,10/28/2015 4:00:00 PM,error3
4,model3,7,11/12/2015 4:00:00 PM,error3
4,model3,7,12/4/2015 6:00:00 AM,error1
5,model3,2,1/8/2015 6:00:00 AM,error2
5,model3,2,1/8/2015 6:00:00 AM,error3
5,model3,2,1/31/2015 7:00:00 PM,error1
5,model3,2,2/22/2015 6:00:00 AM,error1
5,model3,2,2/24/2015 2:00:00 PM,error3
5,model3,2,3/9/2015 10:00:00 AM,error2
5,model3,2,3/18/2015 10:00:00 PM,error1
5,model3,2,3/21/2015 3:00:00 PM,error4
5,model3,2,3/21/2015 4:00:00 PM,error2
5,model3,2,4/6/2015 2:00:00 AM,error5
5,model3,2,4/8/2015 6:00:00 AM,error1
5,model3,2,5/8/2015 3:00:00 PM,error1
5,model3,2,5/17/2015 12:00:00 AM,error1
5,model3,2,6/1/2015 10:00:00 PM,error1
5,model3,2,6/5/2015 1:00:00 AM,error4
5,model3,2,6/12/2015 6:00:00 PM,error3
5,model3,2,6/22/2015 6:00:00 AM,error2
5,model3,2,6/22/2015 6:00:00 AM,error3
5,model3,2,6/23/2015 12:00:00 PM,error3
5,model3,2,7/12/2015 10:00:00 PM,error1
5,model3,2,7/16/2015 4:00:00 AM,error3
5,model3,2,7/26/2015 8:00:00 AM,error1
5,model3,2,7/29/2015 9:00:00 AM,error4
5,model3,2,8/11/2015 2:00:00 AM,error4
5,model3,2,8/19/2015 12:00:00 PM,error2
5,model3,2,8/30/2015 3:00:00 AM,error2
5,model3,2,9/5/2015 6:00:00 AM,error1
5,model3,2,9/6/2015 6:00:00 AM,error5
5,model3,2,9/27/2015 8:00:00 PM,error1
5,model3,2,10/5/2015 6:00:00 AM,error2
5,model3,2,10/5/2015 6:00:00 AM,error3
5,model3,2,11/19/2015 6:00:00 AM,error1
5,model3,2,12/4/2015 2:00:00 AM,error1
5,model3,2,12/4/2015 6:00:00 PM,error5
5,model3,2,12/15/2015 4:00:00 PM,error1
5,model3,2,12/20/2015 5:00:00 AM,error4
5,model3,2,12/21/2015 9:00:00 AM,error4
5,model3,2,12/30/2015 9:00:00 AM,error2
6,model3,7,1/14/2015 12:00:00 PM,error2
6,model3,7,1/26/2015 12:00:00 PM,error1
6,model3,7,2/3/2015 10:00:00 PM,error2
6,model3,7,3/29/2015 8:00:00 PM,error4
6,model3,7,4/5/2015 9:00:00 PM,error1
6,model3,7,4/23/2015 4:00:00 PM,error3
6,model3,7,4/25/2015 4:00:00 PM,error1
6,model3,7,5/1/2015 10:00:00 PM,error2
6,model3,7,5/24/2015 8:00:00 AM,error5
6,model3,7,6/1/2015 1:00:00 AM,error2
6,model3,7,6/3/2015 7:00:00 AM,error2
6,model3,7,8/11/2015 4:00:00 AM,error2
6,model3,7,8/20/2015 6:00:00 AM,error4
6,model3,7,9/14/2015 10:00:00 AM,error2
6,model3,7,9/18/2015 8:00:00 PM,error1
6,model3,7,9/26/2015 8:00:00 AM,error2
6,model3,7,10/5/2015 9:00:00 PM,error1
6,model3,7,10/15/2015 4:00:00 PM,error3
6,model3,7,10/21/2015 10:00:00 PM,error1
6,model3,7,10/23/2015 7:00:00 PM,error2
6,model3,7,11/13/2015 3:00:00 AM,error1
6,model3,7,12/7/2015 6:00:00 AM,error4
6,model3,7,12/10/2015 10:00:00 PM,error3
7,model3,20,1/17/2015 8:00:00 PM,error1
7,model3,20,1/21/2015 7:00:00 AM,error3
7,model3,20,1/23/2015 6:00:00 AM,error2
7,model3,20,1/23/2015 6:00:00 AM,error3
7,model3,20,1/23/2015 6:00:00 AM,error5
7,model3,20,2/7/2015 6:00:00 AM,error1
7,model3,20,3/9/2015 6:00:00 PM,error4
7,model3,20,3/10/2015 10:00:00 PM,error2
7,model3,20,3/21/2015 5:00:00 AM,error3
7,model3,20,3/27/2015 10:00:00 PM,error2
7,model3,20,4/12/2015 8:00:00 AM,error1
7,model3,20,4/23/2015 6:00:00 AM,error1
7,model3,20,4/23/2015 9:00:00 AM,error4
7,model3,20,5/8/2015 6:00:00 AM,error5
7,model3,20,5/13/2015 11:00:00 AM,error2
7,model3,20,5/23/2015 6:00:00 AM,error2
7,model3,20,5/23/2015 6:00:00 AM,error3
7,model3,20,6/24/2015 8:00:00 AM,error3
7,model3,20,6/29/2015 12:00:00 AM,error1
7,model3,20,7/7/2015 6:00:00 AM,error2
7,model3,20,7/7/2015 6:00:00 AM,error3
7,model3,20,7/13/2015 5:00:00 AM,error2
7,model3,20,8/7/2015 6:00:00 PM,error2
7,model3,20,8/9/2015 6:00:00 AM,error3
7,model3,20,8/11/2015 12:00:00 PM,error1
7,model3,20,8/30/2015 10:00:00 PM,error4
7,model3,20,9/8/2015 7:00:00 PM,error2
7,model3,20,9/17/2015 6:00:00 PM,error1
7,model3,20,9/20/2015 6:00:00 AM,error5
7,model3,20,9/22/2015 7:00:00 PM,error2
7,model3,20,10/13/2015 8:00:00 AM,error4
7,model3,20,10/20/2015 6:00:00 AM,error2
7,model3,20,10/20/2015 6:00:00 AM,error3
7,model3,20,10/31/2015 10:00:00 AM,error2
7,model3,20,11/18/2015 2:00:00 PM,error3
7,model3,20,11/24/2015 10:00:00 PM,error3
7,model3,20,12/9/2015 11:00:00 AM,error2
7,model3,20,12/16/2015 1:00:00 PM,error3
7,model3,20,12/19/2015 6:00:00 AM,error1
8,model3,16,1/5/2015 5:00:00 AM,error2
8,model3,16,1/7/2015 7:00:00 AM,error1
8,model3,16,1/15/2015 2:00:00 AM,error1
8,model3,16,2/3/2015 6:00:00 AM,error1
8,model3,16,2/3/2015 11:00:00 PM,error4
8,model3,16,2/16/2015 5:00:00 PM,error3
8,model3,16,2/20/2015 11:00:00 PM,error3
8,model3,16,3/6/2015 6:00:00 AM,error2
8,model3,16,3/6/2015 6:00:00 AM,error3
8,model3,16,3/21/2015 6:00:00 AM,error5
8,model3,16,3/26/2015 4:00:00 PM,error2
8,model3,16,4/6/2015 7:00:00 AM,error2
8,model3,16,4/20/2015 6:00:00 AM,error2
8,model3,16,4/20/2015 6:00:00 AM,error3
8,model3,16,4/30/2015 10:00:00 PM,error2
8,model3,16,5/8/2015 8:00:00 AM,error1
8,model3,16,5/28/2015 1:00:00 AM,error2
8,model3,16,6/9/2015 12:00:00 PM,error3
8,model3,16,6/28/2015 8:00:00 PM,error4
8,model3,16,7/2/2015 10:00:00 AM,error2
8,model3,16,7/4/2015 5:00:00 PM,error2
8,model3,16,8/3/2015 6:00:00 AM,error5
8,model3,16,8/14/2015 11:00:00 AM,error3
8,model3,16,8/24/2015 9:00:00 AM,error2
8,model3,16,9/18/2015 11:00:00 AM,error3
8,model3,16,10/7/2015 7:00:00 PM,error4
8,model3,16,10/10/2015 6:00:00 AM,error4
8,model3,16,10/15/2015 2:00:00 AM,error3
8,model3,16,10/17/2015 6:00:00 AM,error5
8,model3,16,10/30/2015 5:00:00 PM,error5
8,model3,16,11/3/2015 8:00:00 AM,error5
8,model3,16,11/15/2015 10:00:00 PM,error2
8,model3,16,11/18/2015 10:00:00 PM,error3
8,model3,16,11/19/2015 10:00:00 AM,error2
8,model3,16,12/15/2015 3:00:00 AM,error2
8,model3,16,12/16/2015 7:00:00 PM,error4
8,model3,16,12/19/2015 11:00:00 AM,error4
8,model3,16,12/23/2015 7:00:00 AM,error4
8,model3,16,12/23/2015 5:00:00 PM,error2
8,model3,16,12/24/2015 7:00:00 AM,error4
8,model3,16,12/30/2015 9:00:00 PM,error4
8,model3,16,1/1/2016 5:00:00 AM,error3
9,model4,7,1/4/2015 4:00:00 AM,error4
9,model4,7,1/5/2015 8:00:00 PM,error3
9,model4,7,1/25/2015 2:00:00 AM,error1
9,model4,7,2/18/2015 8:00:00 PM,error2
9,model4,7,3/3/2015 6:00:00 AM,error1
9,model4,7,3/9/2015 11:00:00 AM,error1
9,model4,7,3/22/2015 8:00:00 AM,error3
9,model4,7,4/1/2015 5:00:00 AM,error4
9,model4,7,4/10/2015 12:00:00 PM,error5
9,model4,7,4/29/2015 4:00:00 AM,error1
9,model4,7,6/5/2015 11:00:00 AM,error2
9,model4,7,6/14/2015 1:00:00 PM,error4
9,model4,7,6/16/2015 6:00:00 AM,error2
9,model4,7,6/16/2015 6:00:00 AM,error3
9,model4,7,6/17/2015 11:00:00 PM,error4
9,model4,7,6/19/2015 1:00:00 PM,error1
9,model4,7,6/22/2015 12:00:00 AM,error4
9,model4,7,7/1/2015 6:00:00 AM,error1
9,model4,7,7/16/2015 6:00:00 AM,error2
9,model4,7,7/16/2015 6:00:00 AM,error3
9,model4,7,7/30/2015 9:00:00 AM,error3
9,model4,7,8/8/2015 8:00:00 AM,error4
9,model4,7,8/16/2015 5:00:00 AM,error1
9,model4,7,8/18/2015 1:00:00 PM,error4
9,model4,7,8/18/2015 3:00:00 PM,error1
9,model4,7,8/30/2015 6:00:00 AM,error2
9,model4,7,8/30/2015 6:00:00 AM,error3
9,model4,7,9/14/2015 6:00:00 AM,error1
9,model4,7,10/12/2015 1:00:00 AM,error2
9,model4,7,10/14/2015 6:00:00 AM,error2
9,model4,7,10/14/2015 6:00:00 AM,error3
9,model4,7,11/13/2015 6:00:00 AM,error1
9,model4,7,11/19/2015 4:00:00 AM,error3
9,model4,7,11/22/2015 2:00:00 PM,error3
9,model4,7,11/24/2015 2:00:00 PM,error3
9,model4,7,12/1/2015 3:00:00 AM,error2
9,model4,7,12/13/2015 6:00:00 AM,error2
9,model4,7,12/13/2015 6:00:00 AM,error3
9,model4,7,12/13/2015 7:00:00 AM,error4
9,model4,7,12/27/2015 10:00:00 AM,error2
10,model3,10,1/1/2015 8:00:00 PM,error1
10,model3,10,1/6/2015 4:00:00 AM,error3
10,model3,10,1/18/2015 6:00:00 AM,error2
10,model3,10,1/18/2015 6:00:00 AM,error3
10,model3,10,1/22/2015 5:00:00 AM,error1
10,model3,10,1/29/2015 3:00:00 AM,error4
10,model3,10,2/10/2015 12:00:00 AM,error1
10,model3,10,2/11/2015 3:00:00 AM,error1
10,model3,10,2/12/2015 11:00:00 PM,error5
10,model3,10,2/13/2015 10:00:00 AM,error3
10,model3,10,3/4/2015 12:00:00 AM,error2
10,model3,10,3/5/2015 3:00:00 PM,error3
10,model3,10,3/18/2015 11:00:00 AM,error1
10,model3,10,3/21/2015 2:00:00 PM,error4
10,model3,10,3/26/2015 8:00:00 AM,error1
10,model3,10,4/3/2015 6:00:00 AM,error2
10,model3,10,4/3/2015 6:00:00 AM,error3
10,model3,10,4/6/2015 5:00:00 AM,error2
10,model3,10,4/14/2015 12:00:00 AM,error3
10,model3,10,4/14/2015 9:00:00 AM,error1
10,model3,10,5/18/2015 6:00:00 AM,error2
10,model3,10,5/18/2015 6:00:00 AM,error3
10,model3,10,5/31/2015 3:00:00 AM,error1
10,model3,10,6/2/2015 6:00:00 AM,error1
10,model3,10,6/12/2015 12:00:00 PM,error4
10,model3,10,6/16/2015 6:00:00 AM,error1
10,model3,10,6/17/2015 6:00:00 AM,error2
10,model3,10,6/17/2015 6:00:00 AM,error3
10,model3,10,7/1/2015 2:00:00 PM,error3
10,model3,10,7/25/2015 4:00:00 PM,error3
10,model3,10,7/29/2015 4:00:00 AM,error5
10,model3,10,8/6/2015 7:00:00 AM,error2
10,model3,10,8/10/2015 4:00:00 AM,error3
10,model3,10,8/17/2015 8:00:00 AM,error4
10,model3,10,9/10/2015 11:00:00 AM,error1
10,model3,10,9/14/2015 5:00:00 PM,error1
10,model3,10,9/18/2015 5:00:00 AM,error1
10,model3,10,10/5/2015 12:00:00 AM,error1
10,model3,10,10/27/2015 1:00:00 PM,error3
10,model3,10,10/31/2015 6:00:00 PM,error1
10,model3,10,11/9/2015 5:00:00 PM,error1
10,model3,10,11/21/2015 6:00:00 AM,error3
10,model3,10,12/8/2015 9:00:00 PM,error2
10,model3,10,12/17/2015 9:00:00 AM,error1
10,model3,10,12/23/2015 1:00:00 PM,error2
11,model2,6,1/19/2015 6:00:00 AM,error2
11,model2,6,1/19/2015 6:00:00 AM,error3
11,model2,6,2/15/2015 1:00:00 AM,error4
11,model2,6,2/18/2015 6:00:00 AM,error4
11,model2,6,2/26/2015 11:00:00 PM,error4
11,model2,6,3/20/2015 7:00:00 AM,error3
11,model2,6,4/8/2015 2:00:00 AM,error1
11,model2,6,4/12/2015 12:00:00 PM,error3
11,model2,6,4/15/2015 2:00:00 AM,error1
11,model2,6,4/19/2015 6:00:00 AM,error2
11,model2,6,4/19/2015 6:00:00 AM,error3
11,model2,6,4/19/2015 6:00:00 AM,error4
11,model2,6,5/10/2015 10:00:00 PM,error4
11,model2,6,5/25/2015 11:00:00 PM,error1
11,model2,6,6/8/2015 8:00:00 AM,error3
11,model2,6,6/16/2015 8:00:00 AM,error1
11,model2,6,6/17/2015 2:00:00 AM,error2
11,model2,6,6/21/2015 1:00:00 PM,error4
11,model2,6,7/15/2015 12:00:00 AM,error2
11,model2,6,7/18/2015 7:00:00 AM,error2
11,model2,6,8/20/2015 2:00:00 PM,error3
11,model2,6,8/25/2015 10:00:00 PM,error2
11,model2,6,8/26/2015 4:00:00 PM,error4
11,model2,6,9/4/2015 1:00:00 PM,error4
11,model2,6,9/13/2015 4:00:00 AM,error1
11,model2,6,9/29/2015 5:00:00 PM,error4
11,model2,6,10/1/2015 6:00:00 AM,error4
11,model2,6,10/8/2015 1:00:00 AM,error3
11,model2,6,10/11/2015 7:00:00 AM,error1
11,model2,6,10/20/2015 4:00:00 PM,error1
11,model2,6,11/2/2015 1:00:00 PM,error4
11,model2,6,11/3/2015 5:00:00 PM,error2
11,model2,6,11/8/2015 8:00:00 AM,error3
11,model2,6,11/14/2015 9:00:00 AM,error2
11,model2,6,12/4/2015 1:00:00 AM,error2
11,model2,6,12/11/2015 10:00:00 AM,error2
11,model2,6,12/15/2015 6:00:00 AM,error4
11,model2,6,12/15/2015 9:00:00 PM,error2
11,model2,6,12/17/2015 3:00:00 AM,error3
12,model3,9,1/6/2015 6:00:00 AM,error1
12,model3,9,1/6/2015 6:00:00 AM,error2
12,model3,9,1/6/2015 6:00:00 AM,error3
12,model3,9,1/16/2015 8:00:00 PM,error3
12,model3,9,2/6/2015 1:00:00 PM,error2
12,model3,9,3/14/2015 3:00:00 PM,error2
12,model3,9,3/22/2015 6:00:00 AM,error2
12,model3,9,3/22/2015 6:00:00 AM,error3
12,model3,9,4/3/2015 5:00:00 AM,error3
12,model3,9,4/5/2015 12:00:00 AM,error4
12,model3,9,4/10/2015 5:00:00 PM,error2
12,model3,9,4/25/2015 7:00:00 PM,error3
12,model3,9,4/26/2015 5:00:00 AM,error4
12,model3,9,5/4/2015 3:00:00 AM,error2
12,model3,9,5/14/2015 10:00:00 AM,error1
12,model3,9,5/29/2015 12:00:00 PM,error2
12,model3,9,6/13/2015 10:00:00 AM,error3
12,model3,9,6/28/2015 7:00:00 PM,error3
12,model3,9,7/5/2015 6:00:00 AM,error1
12,model3,9,7/15/2015 2:00:00 AM,error5
12,model3,9,7/17/2015 9:00:00 AM,error2
12,model3,9,7/22/2015 6:00:00 PM,error5
12,model3,9,8/5/2015 5:00:00 AM,error2
12,model3,9,8/16/2015 5:00:00 PM,error2
12,model3,9,8/28/2015 8:00:00 PM,error2
12,model3,9,9/3/2015 6:00:00 AM,error1
12,model3,9,9/4/2015 8:00:00 PM,error2
12,model3,9,9/20/2015 5:00:00 AM,error4
12,model3,9,9/30/2015 12:00:00 PM,error1
12,model3,9,10/1/2015 3:00:00 PM,error2
12,model3,9,10/3/2015 12:00:00 AM,error4
12,model3,9,10/3/2015 6:00:00 AM,error2
12,model3,9,10/3/2015 6:00:00 AM,error3
12,model3,9,10/3/2015 10:00:00 PM,error2
12,model3,9,10/8/2015 11:00:00 PM,error1
12,model3,9,10/9/2015 10:00:00 PM,error1
12,model3,9,11/4/2015 10:00:00 PM,error1
12,model3,9,11/5/2015 5:00:00 AM,error1
12,model3,9,11/27/2015 12:00:00 AM,error3
12,model3,9,11/28/2015 11:00:00 PM,error2
12,model3,9,12/12/2015 4:00:00 PM,error4
13,model1,15,1/10/2015 4:00:00 AM,error5
13,model1,15,1/13/2015 9:00:00 PM,error3
13,model1,15,1/26/2015 9:00:00 AM,error2
13,model1,15,1/27/2015 7:00:00 AM,error1
13,model1,15,1/28/2015 8:00:00 PM,error1
13,model1,15,2/10/2015 8:00:00 PM,error1
13,model1,15,2/13/2015 10:00:00 AM,error4
13,model1,15,2/14/2015 5:00:00 AM,error2
13,model1,15,2/25/2015 8:00:00 PM,error3
13,model1,15,3/10/2015 6:00:00 PM,error3
13,model1,15,3/20/2015 4:00:00 PM,error3
13,model1,15,4/6/2015 11:00:00 PM,error2
13,model1,15,4/10/2015 6:00:00 AM,error4
13,model1,15,4/10/2015 6:00:00 AM,error5
13,model1,15,4/13/2015 6:00:00 PM,error4
13,model1,15,5/5/2015 9:00:00 AM,error4
13,model1,15,6/9/2015 6:00:00 AM,error4
13,model1,15,6/24/2015 6:00:00 AM,error5
13,model1,15,7/9/2015 6:00:00 AM,error2
13,model1,15,7/9/2015 6:00:00 AM,error3
13,model1,15,7/29/2015 4:00:00 AM,error3
13,model1,15,8/4/2015 6:00:00 PM,error2
13,model1,15,8/8/2015 6:00:00 AM,error2
13,model1,15,8/8/2015 6:00:00 AM,error3
13,model1,15,8/23/2015 6:00:00 AM,error1
13,model1,15,8/23/2015 6:00:00 AM,error4
13,model1,15,8/25/2015 3:00:00 PM,error3
13,model1,15,9/3/2015 8:00:00 PM,error4
13,model1,15,9/18/2015 10:00:00 PM,error1
13,model1,15,9/22/2015 6:00:00 AM,error5
13,model1,15,9/29/2015 12:00:00 PM,error4
13,model1,15,10/4/2015 7:00:00 AM,error1
13,model1,15,10/22/2015 6:00:00 AM,error1
13,model1,15,10/23/2015 6:00:00 PM,error5
13,model1,15,11/6/2015 7:00:00 AM,error1
13,model1,15,11/26/2015 3:00:00 AM,error1
13,model1,15,12/6/2015 6:00:00 AM,error5
13,model1,15,12/13/2015 5:00:00 PM,error5
13,model1,15,12/21/2015 6:00:00 AM,error1
13,model1,15,12/21/2015 6:00:00 AM,error2
13,model1,15,12/21/2015 6:00:00 AM,error3
13,model1,15,12/21/2015 8:00:00 AM,error1
14,model3,1,1/1/2015 8:00:00 AM,error4
14,model3,1,1/3/2015 4:00:00 PM,error1
14,model3,1,1/24/2015 5:00:00 PM,error4
14,model3,1,1/27/2015 11:00:00 AM,error4
14,model3,1,1/30/2015 6:00:00 AM,error2
14,model3,1,1/30/2015 6:00:00 AM,error3
14,model3,1,2/9/2015 8:00:00 PM,error2
14,model3,1,2/18/2015 9:00:00 PM,error5
14,model3,1,2/19/2015 5:00:00 PM,error5
14,model3,1,3/1/2015 6:00:00 AM,error1
14,model3,1,3/7/2015 9:00:00 AM,error1
14,model3,1,3/7/2015 5:00:00 PM,error2
14,model3,1,3/16/2015 6:00:00 PM,error2
14,model3,1,3/17/2015 7:00:00 AM,error2
14,model3,1,4/17/2015 4:00:00 AM,error2
14,model3,1,4/20/2015 1:00:00 AM,error5
14,model3,1,5/11/2015 5:00:00 AM,error3
14,model3,1,5/12/2015 4:00:00 AM,error3
14,model3,1,5/31/2015 5:00:00 AM,error5
14,model3,1,6/2/2015 8:00:00 PM,error4
14,model3,1,6/19/2015 8:00:00 AM,error2
14,model3,1,6/25/2015 2:00:00 AM,error1
14,model3,1,6/26/2015 5:00:00 PM,error2
14,model3,1,7/14/2015 6:00:00 AM,error1
14,model3,1,7/14/2015 8:00:00 AM,error3
14,model3,1,7/29/2015 6:00:00 AM,error2
14,model3,1,7/29/2015 6:00:00 AM,error3
14,model3,1,8/14/2015 12:00:00 PM,error4
14,model3,1,8/22/2015 1:00:00 PM,error4
14,model3,1,8/28/2015 10:00:00 AM,error3
14,model3,1,9/20/2015 6:00:00 PM,error2
14,model3,1,10/2/2015 6:00:00 PM,error3
14,model3,1,10/13/2015 11:00:00 AM,error1
14,model3,1,10/21/2015 10:00:00 AM,error3
14,model3,1,11/30/2015 2:00:00 PM,error1
14,model3,1,12/17/2015 12:00:00 AM,error5
14,model3,1,12/22/2015 1:00:00 AM,error2
14,model3,1,12/23/2015 12:00:00 PM,error1
15,model3,14,1/13/2015 11:00:00 PM,error4
15,model3,14,1/14/2015 6:00:00 AM,error3
15,model3,14,1/19/2015 6:00:00 AM,error2
15,model3,14,1/19/2015 6:00:00 AM,error3
15,model3,14,1/19/2015 6:00:00 AM,error5
15,model3,14,1/22/2015 11:00:00 PM,error1
15,model3,14,2/11/2015 2:00:00 AM,error2
15,model3,14,2/14/2015 12:00:00 AM,error1
15,model3,14,3/21/2015 11:00:00 PM,error1
15,model3,14,3/24/2015 8:00:00 PM,error1
15,model3,14,3/28/2015 11:00:00 PM,error2
15,model3,14,4/6/2015 10:00:00 AM,error5
15,model3,14,4/12/2015 1:00:00 PM,error4
15,model3,14,4/23/2015 2:00:00 AM,error2
15,model3,14,5/10/2015 1:00:00 AM,error1
15,model3,14,5/30/2015 4:00:00 AM,error4
15,model3,14,6/1/2015 9:00:00 PM,error1
