machineID,model,age,datetime,errorID,volt,rotate,pressure,vibration
2,model4,7,2/11/2015 11:00:00 AM,error1,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,3/11/2015 10:00:00 PM,error2,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,3/18/2015 6:00:00 AM,error1,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,3/18/2015 6:00:00 AM,error2,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,3/18/2015 6:00:00 AM,error3,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,3/26/2015 3:00:00 AM,error2,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,3/27/2015 5:00:00 PM,error3,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,4/17/2015 6:00:00 AM,error2,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,4/17/2015 6:00:00 AM,error3,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,5/7/2015 8:00:00 AM,error2,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,5/13/2015 10:00:00 AM,error1,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,5/30/2015 8:00:00 PM,error5,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,6/18/2015 2:00:00 PM,error5,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,7/18/2015 6:00:00 AM,error4,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,7/20/2015 10:00:00 AM,error2,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,7/23/2015 2:00:00 AM,error1,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,8/3/2015 10:00:00 AM,error1,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,8/18/2015 10:00:00 PM,error5,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,8/23/2015 10:00:00 AM,error2,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,8/28/2015 8:00:00 AM,error2,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,9/16/2015 1:00:00 PM,error4,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,9/19/2015 9:00:00 PM,error4,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,9/23/2015 7:00:00 PM,error2,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,11/8/2015 9:00:00 PM,error3,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,12/28/2015 6:00:00 AM,error2,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
2,model4,7,12/28/2015 6:00:00 AM,error3,170.76048201063503,446.38891465251453,100.53992979635964,40.30153863455983
3,model3,8,1/6/2015 6:00:00 AM,error2,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,1/6/2015 6:00:00 AM,error3,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,1/8/2015 2:00:00 AM,error1,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,1/11/2015 5:00:00 AM,error1,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,1/11/2015 7:00:00 PM,error3,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,1/28/2015 5:00:00 PM,error4,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,2/5/2015 6:00:00 AM,error1,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,2/23/2015 6:00:00 AM,error4,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,3/2/2015 11:00:00 AM,error4,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,3/21/2015 4:00:00 PM,error3,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,4/6/2015 4:00:00 PM,error2,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,4/9/2015 9:00:00 AM,error3,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,4/26/2015 7:00:00 PM,error2,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,5/6/2015 7:00:00 PM,error4,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,5/24/2015 3:00:00 PM,error2,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,6/10/2015 9:00:00 PM,error4,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,6/27/2015 7:00:00 AM,error1,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,7/9/2015 9:00:00 PM,error4,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,7/18/2015 7:00:00 PM,error1,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,7/20/2015 6:00:00 AM,error2,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,7/20/2015 6:00:00 AM,error3,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,7/25/2015 11:00:00 PM,error4,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,7/29/2015 5:00:00 PM,error1,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,8/2/2015 3:00:00 PM,error1,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,8/7/2015 4:00:00 AM,error2,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,9/8/2015 4:00:00 AM,error1,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,9/13/2015 11:00:00 AM,error1,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,9/18/2015 10:00:00 AM,error2,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,10/1/2015 2:00:00 AM,error5,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,10/3/2015 6:00:00 AM,error2,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,10/3/2015 6:00:00 AM,error3,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,10/23/2015 2:00:00 PM,error3,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,10/31/2015 11:00:00 PM,error2,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,11/7/2015 3:00:00 PM,error4,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,11/20/2015 11:00:00 PM,error1,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,12/2/2015 6:00:00 AM,error2,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,12/2/2015 6:00:00 AM,error3,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,12/19/2015 10:00:00 PM,error5,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
3,model3,8,12/25/2015 12:00:00 PM,error1,170.6592348040543,446.5832379901159,100.65311416397503,40.475376104123995
4,model3,7,1/4/2015 3:00:00 AM,error3,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,1/6/2015 1:00:00 AM,error1,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,1/11/2015 2:00:00 PM,error3,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,1/13/2015 6:00:00 PM,error2,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,1/14/2015 9:00:00 PM,error1,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,1/16/2015 6:00:00 AM,error2,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,1/16/2015 6:00:00 AM,error3,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,2/12/2015 3:00:00 PM,error2,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,2/15/2015 6:00:00 AM,error1,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,2/27/2015 9:00:00 AM,error1,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,3/19/2015 5:00:00 AM,error2,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,3/22/2015 10:00:00 PM,error1,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,4/1/2015 6:00:00 AM,error2,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,4/1/2015 6:00:00 AM,error3,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,4/6/2015 2:00:00 PM,error1,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,5/3/2015 5:00:00 PM,error2,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,6/23/2015 8:00:00 AM,error2,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,7/15/2015 6:00:00 AM,error2,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,7/15/2015 6:00:00 AM,error3,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,7/24/2015 5:00:00 AM,error2,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,7/27/2015 5:00:00 PM,error4,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,8/10/2015 6:00:00 AM,error4,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,8/29/2015 6:00:00 AM,error1,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,9/5/2015 6:00:00 AM,error2,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,10/10/2015 7:00:00 AM,error1,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,10/13/2015 6:00:00 AM,error2,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,10/13/2015 6:00:00 AM,error3,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,10/17/2015 8:00:00 PM,error1,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,10/28/2015 4:00:00 PM,error3,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,11/12/2015 4:00:00 PM,error3,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
4,model3,7,12/4/2015 6:00:00 AM,error1,170.65972770500787,446.0538013768681,100.5699018313124,40.34161964770796
5,model3,2,1/8/2015 6:00:00 AM,error2,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,1/8/2015 6:00:00 AM,error3,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,1/31/2015 7:00:00 PM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,2/22/2015 6:00:00 AM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,2/24/2015 2:00:00 PM,error3,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,3/9/2015 10:00:00 AM,error2,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,3/18/2015 10:00:00 PM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,3/21/2015 3:00:00 PM,error4,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,3/21/2015 4:00:00 PM,error2,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,4/6/2015 2:00:00 AM,error5,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,4/8/2015 6:00:00 AM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,5/8/2015 3:00:00 PM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,5/17/2015 12:00:00 AM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,6/1/2015 10:00:00 PM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,6/5/2015 1:00:00 AM,error4,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,6/12/2015 6:00:00 PM,error3,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,6/22/2015 6:00:00 AM,error2,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,6/22/2015 6:00:00 AM,error3,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,6/23/2015 12:00:00 PM,error3,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,7/12/2015 10:00:00 PM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,7/16/2015 4:00:00 AM,error3,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,7/26/2015 8:00:00 AM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,7/29/2015 9:00:00 AM,error4,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,8/11/2015 2:00:00 AM,error4,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,8/19/2015 12:00:00 PM,error2,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,8/30/2015 3:00:00 AM,error2,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,9/5/2015 6:00:00 AM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,9/6/2015 6:00:00 AM,error5,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,9/27/2015 8:00:00 PM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,10/5/2015 6:00:00 AM,error2,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,10/5/2015 6:00:00 AM,error3,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,11/19/2015 6:00:00 AM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,12/4/2015 2:00:00 AM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,12/4/2015 6:00:00 PM,error5,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,12/15/2015 4:00:00 PM,error1,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,12/20/2015 5:00:00 AM,error4,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,12/21/2015 9:00:00 AM,error4,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
5,model3,2,12/30/2015 9:00:00 AM,error2,171.04443470435942,446.85857650420314,101.06618841696495,40.26484582752259
6,model3,7,1/14/2015 12:00:00 PM,error2,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,1/26/2015 12:00:00 PM,error1,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,2/3/2015 10:00:00 PM,error2,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,3/29/2015 8:00:00 PM,error4,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,4/5/2015 9:00:00 PM,error1,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,4/23/2015 4:00:00 PM,error3,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,4/25/2015 4:00:00 PM,error1,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,5/1/2015 10:00:00 PM,error2,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,5/24/2015 8:00:00 AM,error5,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,6/1/2015 1:00:00 AM,error2,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,6/3/2015 7:00:00 AM,error2,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,8/11/2015 4:00:00 AM,error2,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,8/20/2015 6:00:00 AM,error4,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,9/14/2015 10:00:00 AM,error2,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,9/18/2015 8:00:00 PM,error1,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,9/26/2015 8:00:00 AM,error2,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,10/5/2015 9:00:00 PM,error1,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,10/15/2015 4:00:00 PM,error3,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,10/21/2015 10:00:00 PM,error1,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,10/23/2015 7:00:00 PM,error2,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,11/13/2015 3:00:00 AM,error1,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,12/7/2015 6:00:00 AM,error4,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
6,model3,7,12/10/2015 10:00:00 PM,error3,170.41171548820276,448.5132691907932,100.55627717638258,40.3800218691446
7,model3,20,1/17/2015 8:00:00 PM,error1,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,1/21/2015 7:00:00 AM,error3,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,1/23/2015 6:00:00 AM,error2,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,1/23/2015 6:00:00 AM,error3,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,1/23/2015 6:00:00 AM,error5,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,2/7/2015 6:00:00 AM,error1,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,3/9/2015 6:00:00 PM,error4,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,3/10/2015 10:00:00 PM,error2,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,3/21/2015 5:00:00 AM,error3,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,3/27/2015 10:00:00 PM,error2,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,4/12/2015 8:00:00 AM,error1,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,4/23/2015 6:00:00 AM,error1,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,4/23/2015 9:00:00 AM,error4,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,5/8/2015 6:00:00 AM,error5,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,5/13/2015 11:00:00 AM,error2,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,5/23/2015 6:00:00 AM,error2,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,5/23/2015 6:00:00 AM,error3,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,6/24/2015 8:00:00 AM,error3,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,6/29/2015 12:00:00 AM,error1,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,7/7/2015 6:00:00 AM,error2,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,7/7/2015 6:00:00 AM,error3,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,7/13/2015 5:00:00 AM,error2,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,8/7/2015 6:00:00 PM,error2,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,8/9/2015 6:00:00 AM,error3,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,8/11/2015 12:00:00 PM,error1,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,8/30/2015 10:00:00 PM,error4,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,9/8/2015 7:00:00 PM,error2,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,9/17/2015 6:00:00 PM,error1,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,9/20/2015 6:00:00 AM,error5,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,9/22/2015 7:00:00 PM,error2,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,10/13/2015 8:00:00 AM,error4,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,10/20/2015 6:00:00 AM,error2,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,10/20/2015 6:00:00 AM,error3,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,10/31/2015 10:00:00 AM,error2,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,11/18/2015 2:00:00 PM,error3,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,11/24/2015 10:00:00 PM,error3,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,12/9/2015 11:00:00 AM,error2,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,12/16/2015 1:00:00 PM,error3,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
7,model3,20,12/19/2015 6:00:00 AM,error1,171.1800760927579,446.0945951604946,100.82658081265659,40.49012439641124
8,model3,16,1/5/2015 5:00:00 AM,error2,170.59621853024873,447.02614828161,100.58832750315507,40.36721883807371
8,model3,16,1/7/2015 7:00:00 AM,error1,170.59621853024873,447.02614828161,100.58832750315507,40.36721883807371
8,model3,16,1/15/2015 2:00:00 AM,error1,170.59621853024873,447.02614828161,100.58832750315507,40.36721883807371
8,model3,16,2/3/2015 6:00:00 AM,error1,170.59621853024873,447.02614828161,100.58832750315507,40.36721883807371
8,model3,16,2/3/2015 11:00:00 PM,error4,170.59621853024873,447.02614828161,100.58832750315507,40.36721883807371
8,model3,16,2/16/2015 5:00:00 PM,error3,170.59621853024873,447.02614828161,100.58832750315507,40.36721883807371
8,model3,16,2/20/2015 11:00:00 PM,error3,170.59621853024873,447.02614828161,100.58832750315507,40.36721883807371
